,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
145,Data Scientist, 129 - 210  (Glassdoor est.),4.8,"InvenTech Info
4.8","Jersey City, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
146,Data Analyst, 129 - 210  (Glassdoor est.),5.0,"Whip Media Group
5.0","New York, NY",51 to 200 employees,2016,Company - Private,-1,-1,Unknown / Non-Applicable
147,Investment & Data Science Intern, 129 - 210  (Glassdoor est.),4.0,"JAG Capital
4.0","New York, NY",1 to 50 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$5 to $10 million (USD)
148,Data Scientist(s)/Machine Learning Engineer, 129 - 210  (Glassdoor est.),5.0,"Blue Horizon Tek Solutions
5.0","New York, NY",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
149,CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate, 129 - 210  (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
150,Data Scientist, 129 - 210  (Glassdoor est.),3.8,"NPD
3.8","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD)
151,Data Science & Machine Learning Research Intern, 129 - 210  (Glassdoor est.),-1.0,Altversity,"New York, NY",-1,-1,-1,-1,-1,-1
152,"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX", 129 - 210  (Glassdoor est.),3.3,"Fujitsu
3.3","New York, NY",10000+ employees,1935,Company - Public,-1,-1,$5 to $10 billion (USD)
153,Data Scientist, 129 - 210  (Glassdoor est.),2.8,"1-800-Flowers
2.8","New York, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD)
154,"Senior Data Scientist, Real World EvidenceNY", 129 - 210  (Glassdoor est.),4.0,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
155,Data Scientist - Leading Quant Hedge Fund, 129 - 210  (Glassdoor est.),-1.0,Edward Daniels Group,"New York, NY",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
156,Data Scientist II, 129 - 210  (Glassdoor est.),3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
157,Data Scientist, 129 - 210  (Glassdoor est.),-1.0,The Organic Recruiter,"New York, NY",-1,-1,-1,-1,-1,-1
158,Data Scientist, 129 - 210  (Glassdoor est.),3.7,"Via Transportation
3.7","New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
159,Data Scientist, 129 - 210  (Glassdoor est.),-1.0,Biotenico Research and Development Company,"New York, NY",-1,-1,-1,-1,-1,-1
160,"Principal Associate, Data Scientist - Small Business Card, Entity Resolution", 129 - 210  (Glassdoor est.),3.9,"Capital One
3.9","New York, NY",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
161,Principal Data Scientist, 129 - 210  (Glassdoor est.),4.2,"Gallup
4.2","New York, NY",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
162,Data Scientist, 129 - 210  (Glassdoor est.),1.9,"Building Service 32BJ Benefit Funds
1.9","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
163,"Lead Data Scientist, R&D Team", 129 - 210  (Glassdoor est.),3.5,"Marsh
3.5","New York, NY",10000+ employees,1871,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD)
164,Data Analyst, 156 - 254  (Glassdoor est.),3.8,"Undertone
3.8","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
165,Business Intelligence Analyst, 156 - 254  (Glassdoor est.),4.4,"Simple Health
4.4","New York, NY",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
166,Product Data Analyst, 156 - 254  (Glassdoor est.),5.0,"Galileo
5.0","New York, NY",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
167,Data Analyst, 156 - 254  (Glassdoor est.),3.4,"City of New York
3.4","New York, NY",10000+ employees,1625,Government,Municipal Governments,Government,Unknown / Non-Applicable
168,Data Scientist, 156 - 254  (Glassdoor est.),3.1,"Catholic Health Services of Long Island
3.1","Rockville Centre, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
169,"Lead Data Scientist, R&D Team", 156 - 254  (Glassdoor est.),3.4,"Marsh & McLennan Companies, Inc.
3.4","New York, NY",10000+ employees,1871,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
170,Data Analyst, 156 - 254  (Glassdoor est.),3.5,"Pozent
3.5","New York, NY",1 to 50 employees,-1,Contract,-1,-1,Less than $1 million (USD)
171,Senior Data Scientist, 156 - 254  (Glassdoor est.),-1.0,Entera,"New York, NY",Unknown,-1,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
172,Sr. Data Scientist, 156 - 254  (Glassdoor est.),4.0,"Mediaocean
4.0","New York, NY",501 to 1000 employees,1967,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
173,Senior Data Scientist, 156 - 254  (Glassdoor est.),3.4,"The Trade Desk
3.4","New York, NY",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
174,Data Science Intern, 156 - 254  (Glassdoor est.),-1.0,The Buttonwood Tree,"New York, NY",-1,-1,-1,-1,-1,-1
175,Senior Data Scientist, 156 - 254  (Glassdoor est.),3.6,"NYC Health + Hospitals
3.6","New York, NY",5001 to 10000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
176,NLP Machine Learning Engineer, 156 - 254  (Glassdoor est.),3.0,"Samsung NEXT
3.0","New York, NY",201 to 500 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
177,Senior Data Scientist, 156 - 254  (Glassdoor est.),5.0,"Landis
5.0","New York, NY",1 to 50 employees,2017,Company - Private,-1,-1,Unknown / Non-Applicable
178,Senior Data Scientist, 156 - 254  (Glassdoor est.),4.1,"NewtonX
4.1","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,$10 to $25 million (USD)
179,"Data Analyst, Bitcoin Trading Firm", 156 - 254  (Glassdoor est.),-1.0,Fintech Recruiters,"New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
180,"VP, Data Scientist", 156 - 254  (Glassdoor est.),4.5,"Spot.IM
4.5","New York, NY",51 to 200 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
181,Senior Data Engineer, 156 - 254  (Glassdoor est.),4.2,"Tapad
4.2","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD)
182,Data Scientist, 156 - 254  (Glassdoor est.),-1.0,Amber People,"New York, NY",-1,-1,-1,-1,-1,-1
183,Senior Data Scientist, 156 - 254  (Glassdoor est.),5.0,"Thrasio
5.0","New York, NY",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable
184,Deployed Data Scientist, 156 - 254  (Glassdoor est.),-1.0,ConcertAI,"New York, NY",-1,-1,-1,-1,-1,-1
185,Data Scientist, 156 - 254  (Glassdoor est.),-1.0,CompuForce,"New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
186,"Senior / Data Scientist, Advertising Business", 156 - 254  (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
187,Data Scientist, 156 - 254  (Glassdoor est.),-1.0,Wisestep,"Queens Village, NY",-1,-1,-1,-1,-1,-1
188,"Data Scientist, Voter Data", 156 - 254  (Glassdoor est.),-1.0,Hawkfish,"New York, NY",-1,-1,-1,-1,-1,-1
189,Data Science Analyst/Engineer, 156 - 254  (Glassdoor est.),4.1,"NYU Langone Health
4.1","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
190,Data Scientist - Disney Streaming Services, 156 - 254  (Glassdoor est.),3.6,"Disney Streaming Services
3.6","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
191,Data Scientist, 156 - 254  (Glassdoor est.),-1.0,HireAi,"New York, NY",-1,-1,-1,-1,-1,-1
192,Data Analyst, 156 - 254  (Glassdoor est.),3.1,"Vettery
3.1","New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
193,Data Scientist, 156 - 254  (Glassdoor est.),1.0,"TEKREQS, Inc.
1.0","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
194,"Manager, Data Scientist Recommendations", 119 - 147  (Glassdoor est.),3.4,"Tapestry
3.4","New York, NY",10000+ employees,2017,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable
195,Lead Data Scientist, 119 - 147  (Glassdoor est.),3.6,"eBay
3.6","New York, NY",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD)
196,Senior Data Scientist, 119 - 147  (Glassdoor est.),4.6,"Bowery Farming
4.6","New York, NY",51 to 200 employees,2015,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable
197,Principal Data Scientist, 119 - 147  (Glassdoor est.),4.0,"Slice (NY)
4.0","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
198,Scientist Data Analytics, 119 - 147  (Glassdoor est.),4.7,"TEEMA
4.7","New York, NY",201 to 500 employees,2008,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
199,Data Engineer, 119 - 147  (Glassdoor est.),4.4,"Mark43
4.4","New York, NY",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
200,Hiring Data Scientist/AI/ML, 119 - 147  (Glassdoor est.),4.0,"Comtech Global Inc
4.0","New York, NY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD)
201,Data Analyst, 119 - 147  (Glassdoor est.),3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
202,Lead Data Scientist, 119 - 147  (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD)
203,Machine Learning Engineer, 119 - 147  (Glassdoor est.),3.9,"Temboo
3.9","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
204,Data Scientist, 119 - 147  (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","New York, NY",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD)
205,Sr. Data Scientist II, 119 - 147  (Glassdoor est.),3.5,"Argo Group US
3.5","New York, NY",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD)
206,Senior Data Scientist - R&D Oncology, 119 - 147  (Glassdoor est.),4.0,"AstraZeneca
4.0","New York, NY",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
207,Data Science and Analytics, 119 - 147  (Glassdoor est.),4.0,"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
208,Data Analyst, 119 - 147  (Glassdoor est.),3.5,"FINRA
3.5","New York, NY",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD)
209,Data Scientist, 119 - 147  (Glassdoor est.),5.0,"Prolancer
5.0","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
210,Data Scientist Product Manager, 119 - 147  (Glassdoor est.),5.0,"Thrasio
5.0","New York, NY",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable
211,"Senior Data Scientist, Real World Evidence", 119 - 147  (Glassdoor est.),4.0,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
212,Data Scientist/Python Developer, 119 - 147  (Glassdoor est.),3.5,"EDP World, Inc.
3.5","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
213,"Software Engineer - Data Engineering, Finance Products", 119 - 147  (Glassdoor est.),3.4,"Squarespace
3.4","New York, NY",1001 to 5000 employees,2003,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
214,Senior Data Scientist, 119 - 147  (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
215,Intern- Martech & Data Consulting, 119 - 147  (Glassdoor est.),3.2,"Havas Worldwide
3.2","New York, NY",10000+ employees,1999,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
216,Data Engineer, 119 - 147  (Glassdoor est.),4.7,"B12
4.7","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
217,Data Scientist, 119 - 147  (Glassdoor est.),-1.0,Simatree,"Middletown, NJ",1 to 50 employees,-1,Company - Public,Commercial Equipment Rental,Business Services,Unknown / Non-Applicable
218,Senior Data Scientist, 119 - 147  (Glassdoor est.),5.0,"Averity
5.0","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
219,"Senior Scientist, Computational Biology", 119 - 147  (Glassdoor est.),3.9,"Icahn School of Medicine at Mount Sinai
3.9","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable
220,Senior Data Scientist, 119 - 147  (Glassdoor est.),4.2,"CyberCoders
4.2","New York, NY",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
221,Data Engineer, 119 - 147  (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
222,Sr Data Scientist, 119 - 147  (Glassdoor est.),3.1,"Healthfirst (New York)
3.1","New York, NY",1001 to 5000 employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable
223,Data Scientist, 119 - 147  (Glassdoor est.),3.8,"Visiting Nurse Service of New York
3.8","New York, NY",10000+ employees,1893,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
224,Data Visualization Engineer, 116 - 152  (Glassdoor est.),3.9,"Point72
3.9","New York, NY",1001 to 5000 employees,2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
225,Quantitative Researcher - Alpha Capture, 116 - 152  (Glassdoor est.),-1.0,Kepler Fi,"New York, NY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
226,Research Scientist, 116 - 152  (Glassdoor est.),4.1,"NYU Langone Health
4.1","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
227,Principal Data Scientist, 116 - 152  (Glassdoor est.),3.8,"Slice
3.8","New York, NY",201 to 500 employees,2016,Company - Private,Lending,Finance,Unknown / Non-Applicable
228,Machine Learning Engineer, 116 - 152  (Glassdoor est.),3.8,"Peloton Interactive
3.8","New York, NY",1001 to 5000 employees,2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable
229,"Senior Data Scientist, Treasury Product Manager", 116 - 152  (Glassdoor est.),3.7,"Bank of America
3.7","New York, NY",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
230,Data Scientist - Market and Sales Analytics, 116 - 152  (Glassdoor est.),4.4,"Riskified
4.4","New York, NY",501 to 1000 employees,2013,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
231,Sr. Data Scientist, 116 - 152  (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
232,Data Scientist (Fintech), 116 - 152  (Glassdoor est.),5.0,"ingenium.agency
5.0","Brooklyn, NY",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
